 VARIABLES="X" "Y" "Z" "abs(eta) (m)" "angle(phi) (rad)" "PRE1" "PRE2"
ZONE N=   3200 ,E =    3136 ,F=FEPOINT,ET=QUADRILATERAL
  0.1100000E+02  0.0000000E+00  0.0000000E+00  0.1115883E+00  0.2356679E+01  0.7894312E-01 -0.7886660E-01
  0.1094700E+02  0.1078190E+01  0.0000000E+00  0.1242101E+00  0.2305453E+01  0.8326205E-01 -0.9217148E-01
  0.1078860E+02  0.2145990E+01  0.0000000E+00  0.1356236E+00  0.2270478E+01  0.8733813E-01 -0.1037585E+00
  0.1052630E+02  0.3193130E+01  0.0000000E+00  0.1460058E+00  0.2244470E+01  0.9108733E-01 -0.1141087E+00
  0.1016270E+02  0.4209520E+01  0.0000000E+00  0.1545955E+00  0.2226983E+01  0.9431871E-01 -0.1224898E+00
  0.9701130E+01  0.5185360E+01  0.0000000E+00  0.1613954E+00  0.2215094E+01  0.9694005E-01 -0.1290392E+00
  0.9146170E+01  0.6111270E+01  0.0000000E+00  0.1661352E+00  0.2208018E+01  0.9884454E-01 -0.1335315E+00
  0.8503110E+01  0.6978330E+01  0.0000000E+00  0.1693703E+00  0.2202987E+01  0.1000833E+00 -0.1366369E+00
  0.7778170E+01  0.7778170E+01  0.0000000E+00  0.1703962E+00  0.2201566E+01  0.1004940E+00 -0.1376075E+00
  0.6978330E+01  0.8503110E+01  0.0000000E+00  0.1693703E+00  0.2202988E+01  0.1000834E+00 -0.1366368E+00
  0.6111270E+01  0.9146170E+01  0.0000000E+00  0.1661353E+00  0.2208017E+01  0.9884448E-01 -0.1335316E+00
  0.5185360E+01  0.9701130E+01  0.0000000E+00  0.1613956E+00  0.2215093E+01  0.9694011E-01 -0.1290394E+00
  0.4209520E+01  0.1016270E+02  0.0000000E+00  0.1545957E+00  0.2226981E+01  0.9431863E-01 -0.1224901E+00
  0.3193130E+01  0.1052630E+02  0.0000000E+00  0.1460062E+00  0.2244470E+01  0.9108759E-01 -0.1141089E+00
  0.2145990E+01  0.1078860E+02  0.0000000E+00  0.1356239E+00  0.2270478E+01  0.8733825E-01 -0.1037588E+00
  0.1078190E+01  0.1094700E+02  0.0000000E+00  0.1242103E+00  0.2305453E+01  0.8326218E-01 -0.9217167E-01
 -0.4808250E-06  0.1100000E+02  0.0000000E+00  0.1115885E+00  0.2356679E+01  0.7894315E-01 -0.7886675E-01
 -0.1078190E+01  0.1094700E+02  0.0000000E+00  0.9829473E-01  0.2431455E+01  0.7453414E-01 -0.6408209E-01
 -0.2145990E+01  0.1078860E+02  0.0000000E+00  0.8490058E-01  0.2543718E+01  0.7017318E-01 -0.4778946E-01
 -0.3193130E+01  0.1052630E+02  0.0000000E+00  0.7273503E-01  0.2707209E+01  0.6598010E-01 -0.3061063E-01
 -0.4209520E+01  0.1016270E+02  0.0000000E+00  0.6333892E-01  0.2945325E+01  0.6212289E-01 -0.1235174E-01
 -0.5185370E+01  0.9701130E+01  0.0000000E+00  0.5910508E-01 -0.3027139E+01  0.5871837E-01  0.6750053E-02
 -0.6111270E+01  0.9146160E+01  0.0000000E+00  0.6187714E-01 -0.2697269E+01  0.5586896E-01  0.2659772E-01
 -0.6978330E+01  0.8503120E+01  0.0000000E+00  0.7110845E-01 -0.2423782E+01  0.5356228E-01  0.4677064E-01
 -0.7778170E+01  0.7778170E+01  0.0000000E+00  0.8488991E-01 -0.2229325E+01  0.5194869E-01  0.6713889E-01
 -0.8503120E+01  0.6978330E+01  0.0000000E+00  0.1013083E+00 -0.2098877E+01  0.5104687E-01  0.8750765E-01
 -0.9146170E+01  0.6111270E+01  0.0000000E+00  0.1190897E+00 -0.2012062E+01  0.5086139E-01  0.1076823E+00
 -0.9701130E+01  0.5185360E+01  0.0000000E+00  0.1374495E+00 -0.1952986E+01  0.5126228E-01  0.1275326E+00
 -0.1016270E+02  0.4209520E+01  0.0000000E+00  0.1556838E+00 -0.1913363E+01  0.5229505E-01  0.1466379E+00
 -0.1052630E+02  0.3193130E+01  0.0000000E+00  0.1734786E+00 -0.1886583E+01  0.5387634E-01  0.1649005E+00
 -0.1078860E+02  0.2145990E+01  0.0000000E+00  0.1904757E+00 -0.1868729E+01  0.5591309E-01  0.1820844E+00
 -0.1094700E+02  0.1078190E+01  0.0000000E+00  0.2067548E+00 -0.1856357E+01  0.5824180E-01  0.1983820E+00
 -0.1100000E+02 -0.9616510E-06  0.0000000E+00  0.2216688E+00 -0.1848566E+01  0.6078411E-01  0.2131721E+00
 -0.1094700E+02 -0.1078190E+01  0.0000000E+00  0.2351922E+00 -0.1843794E+01  0.6341246E-01  0.2264823E+00
 -0.1078860E+02 -0.2146000E+01  0.0000000E+00  0.2470528E+00 -0.1841215E+01  0.6599651E-01  0.2380747E+00
 -0.1052630E+02 -0.3193130E+01  0.0000000E+00  0.2576842E+00 -0.1839616E+01  0.6843942E-01  0.2484295E+00
 -0.1016270E+02 -0.4209520E+01  0.0000000E+00  0.2663403E+00 -0.1839049E+01  0.7059275E-01  0.2568147E+00
 -0.9701130E+01 -0.5185360E+01  0.0000000E+00  0.2731286E+00 -0.1838953E+01  0.7236674E-01  0.2633672E+00
 -0.9146160E+01 -0.6111270E+01  0.0000000E+00  0.2778087E+00 -0.1839190E+01  0.7367022E-01  0.2678626E+00
